id,BIO_anno
1342,O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_ADJ O O O O
1343,O O O O O O O O B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N O O O O O O
1344,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O
1345,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ
1346,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I-COMMENTS_ADJ O
1347,O O O O O B-BANK I-BANK O B-COMMENTS_N I-COMMENTS_N O O O O
1348,B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ
1349,O O O O O O O O O O O B-COMMENTS_ADJ O O O
1350,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ
1351,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
1352,O O O B-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O
1353,O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O B-BANK I-BANK O O O O O
1354,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O O O
1355,O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O
1356,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O
1357,O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O
1358,B-BANK I-BANK I-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O
1359,O O O O O O O O O O O O O
1360,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1361,O O O B-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT O
1362,B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O O O O O O O B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-BANK I-BANK O B-COMMENTS_N I-COMMENTS_N O O O
1363,B-BANK I-BANK O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O
1364,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ
1365,O B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N
1366,B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
1367,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
1368,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O
1369,O O O O O O O O O O O O O O O O O O O
1370,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O
1371,O O O O O O O O O O B-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
1372,O O O O O B-COMMENTS_ADJ O B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT O O
1373,O O O O O O O O O B-PRODUCT O
1374,B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT O O O O O O O O O O
1375,O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O
1376,O O O O O O O O O B-BANK I-BANK O B-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ
1377,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O I-COMMENTS_ADJ O O O O O O O O
1378,O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O
1379,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O
1380,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ
1381,O O O O O O O O O B-COMMENTS_ADJ O
1382,O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O
1383,O O O O B-PRODUCT O O B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O
1384,O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O
1385,O O O O O O O O O O O O O
1386,O O O O O O O O O O O O O O O O O O O O
1387,B-BANK I-BANK O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O
1388,O O O O O O O O O O O O O
1389,O O O O O O O O B-COMMENTS_ADJ O B-COMMENTS_ADJ
1390,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
1391,O O O B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N
1392,O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT
1393,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
1394,O O O O O B-BANK I-BANK O B-PRODUCT O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT O B-BANK I-BANK O B-COMMENTS_ADJ O O O
1395,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O O O O O
1396,O O O O O O
1397,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
1398,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O
1399,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
1400,O O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_ADJ O O O O O O O O O
1401,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O
1402,B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT
1403,B-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O
1404,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O
1405,O O O O O O O B-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O
1406,O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O
1407,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
1408,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
1409,O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O
1410,O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O
1411,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O
1412,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O
1413,B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT O O O O O
1414,O O O O O O O O O O B-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O
1415,O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O
1416,B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O
1417,O O O O O O O O B-BANK I-BANK
1418,O O O O O O O O O O O O O
1419,B-BANK I-BANK O O O O O O O O
1420,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
1421,O O O O O O O O O O O O O O O O
1422,O O B-PRODUCT I-PRODUCT O
1423,B-PRODUCT I-PRODUCT O O O O O
1424,O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O
1425,O O O O O O B-BANK I-BANK O O O B-COMMENTS_ADJ
1426,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT
1427,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N
1428,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1429,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N
1430,B-BANK I-BANK B-BANK I-BANK I-BANK I-BANK I-BANK I-BANK O O O O O O O
1431,O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O
1432,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O
1433,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
1434,B-BANK I-BANK O B-BANK I-BANK
1435,B-BANK I-BANK O O O O O O O O O
1436,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O
1437,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O
1438,O O O O O O B-COMMENTS_N I-COMMENTS_N
1439,O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O
1440,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ
1441,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
1442,B-BANK I-BANK O O O O O O O O O O B-COMMENTS_ADJ
1443,O O B-BANK I-BANK O O O O O O
1444,B-COMMENTS_N I-COMMENTS_N O O
1445,O O O O O O O O O O O O O O O B-PRODUCT O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O
1446,O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
1447,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O
1448,O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O
1449,O O O O B-BANK I-BANK O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT I-PRODUCT
1450,B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ
1451,O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O B-PRODUCT O B-PRODUCT O O O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O
1452,O O O O O O O O O O O O O O O O B-BANK I-BANK O B-COMMENTS_ADJ I-COMMENTS_ADJ
1453,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O
1454,O O O O O O O O B-PRODUCT O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O
1455,O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-PRODUCT O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
1456,O B-COMMENTS_N I-COMMENTS_N O O O O O
1457,O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O O O O
1458,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT O
1459,O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
1460,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O
1461,O O O O O O O B-PRODUCT O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
1462,O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O
1463,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O
1464,O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O I-COMMENTS_ADJ
1465,O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O
1466,O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O
1467,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O
1468,B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT O O O
1469,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O
1470,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1471,O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O
1472,O O O O O O O O B-PRODUCT O I-PRODUCT I-PRODUCT
1473,O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O
1474,O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O
1475,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O
1476,B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O
1477,O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
1478,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O O O O O O
1479,B-BANK I-BANK O O O O O O
1480,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
1481,O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_N I-COMMENTS_N
1482,O O O B-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
1483,O O O O O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT O O O O O O O O O
1484,O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ
1485,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N
1486,O O O B-BANK I-BANK I-BANK I-BANK O O O O O O O O O O O O
1487,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O
1488,O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O
1489,O O O O O O O O O O O B-PRODUCT I-PRODUCT O O
1490,O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O
1491,B-BANK I-BANK O O B-BANK I-BANK O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O
1492,O O O B-COMMENTS_N I-COMMENTS_N O O O O
1493,O O O O O O O O O O O O O O B-COMMENTS_ADJ O
1494,O O O O O O O O O
1495,O O O O O O O O O O O B-COMMENTS_ADJ O O O O O
1496,O O O O O O B-PRODUCT O O O O O O O O O O O O
1497,O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O
1498,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O
1499,O O O O O B-BANK I-BANK I-BANK I-BANK O O O O
1500,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ
1501,B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O B-COMMENTS_ADJ O O
1502,O O O O O O O B-COMMENTS_ADJ O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ
1503,O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O
1504,O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O
1505,B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N
1506,O O O O O O O O O O O O O B-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O
1507,O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O
1508,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
1509,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1510,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O
1511,O O O O O O O O O O O O O O O
1512,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O
1513,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O
1514,O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
1515,B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N O O B-PRODUCT I-PRODUCT
1516,O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
1517,O O O O O B-COMMENTS_N I-COMMENTS_N
1518,B-COMMENTS_N I-COMMENTS_N O O O
1519,O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O
1520,O O B-COMMENTS_ADJ O O O O O O O O
1521,O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O
1522,O O B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N
1523,O O O O O O B-COMMENTS_N I-COMMENTS_N O
1524,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
1525,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
1526,O O B-COMMENTS_N I-COMMENTS_N O
1527,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O
1528,O O B-BANK I-BANK O O O O O B-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O
1529,O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
1530,O O O O B-COMMENTS_ADJ O O O O O O
1531,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
1532,B-PRODUCT I-PRODUCT O O
1533,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_ADJ O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O
1534,O O B-COMMENTS_N I-COMMENTS_N O O O O
1535,O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ
1536,O O O O O O O O O O O O
1537,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-PRODUCT
1538,O O O O O O O O O O B-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
1539,O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O
1540,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
1541,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
1542,O O O O O O O O O O O O O O O O I-COMMENTS_ADJ O O O O O I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O
1543,O O B-COMMENTS_N I-COMMENTS_N O O O O O O
1544,O O O O O O O O O O O O O O O O B-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O
1545,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O
1546,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O
1547,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
1548,O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O
1549,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O
1550,O O O O O O B-BANK I-BANK O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O
1551,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O
1552,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O
1553,B-PRODUCT I-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O
1554,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT O O O O
1555,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O
1556,O O O O O B-BANK I-BANK O O O O O O O B-PRODUCT I-PRODUCT
1557,O O O O O O O B-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O B-BANK I-BANK O B-COMMENTS_ADJ O O O O B-BANK I-BANK O I-BANK
1558,O O O O O O B-PRODUCT O O O O O O O O O O O
1559,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O
1560,O O O O O O B-PRODUCT I-PRODUCT O O O O
1561,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O
1562,O O O O O O O O O O O B-BANK I-BANK O O O O O O O
1563,B-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O
1564,B-PRODUCT O O O O O O O O O O O O O
1565,O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O
1566,O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
1567,O O O O O O O O
1568,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N
1569,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O
1570,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O
1571,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O
1572,B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O
1573,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ O O
1574,O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ B-COMMENTS_ADJ
1575,B-BANK I-BANK O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O O
1576,O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT
1577,O B-BANK I-BANK O O O O O O O O O O O O O O
1578,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O
1579,O O O O O O O O O O O O O
1580,O O O B-PRODUCT I-PRODUCT O
1581,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1582,O O O O O O O B-PRODUCT O O O O O B-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
1583,O O O O O O O O O O O O O O O O O O O O O O O
1584,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O
